Link,Image_Link,Category_Type,Description,Materials,Size,Measurements,Price,Brand
"https://www.thredup.com/product/women-polyester-inc-international-concepts-gray-blazer/68507225?sizing_id=765,756,774",https://cf-assets-thredup.thredup.com/assets/205031653/retina.jpg,Outerwear,"['Work', 'Jacket', 'Striped print', 'Gray']","75% Polyester, 21% Viscose, 4% Spandex",Size 2 ,Detailed measurements are not available for this item.,7.99,INC International Concepts
"https://www.thredup.com/product/women-cotton-ann-taylor-loft-tan-blazer/68341545?sizing_id=765,756,774",https://cf-assets-thredup.thredup.com/assets/204282201/retina.jpg,Outerwear,"['Work', 'Jacket', 'Solid', 'Tan']","56% Cotton, 44% Linen",Size 2 ,Detailed measurements are not available for this item.,7.99,Ann Taylor LOFT
"https://www.thredup.com/product/women-polyester-banana-republic-factory-store-gray-blazer/68341195?sizing_id=765,756,774",https://cf-assets-thredup.thredup.com/assets/204299874/retina.jpg,Outerwear,"['Work', 'Jacket', 'Solid', 'Gray']","64% Polyester, 34% Rayon, 2% Spandex",Size 2 ,Detailed measurements are not available for this item.,7.99,Banana Republic Factory Store
"https://www.thredup.com/product/women-ann-taylor-loft-yellow-blazer/68331370?sizing_id=765,756,774",https://cf-assets-thredup.thredup.com/assets/204262548/retina.jpg,Outerwear,"['Boho', 'Jacket', 'Solid', 'Yellow and Tan']",No Fabric Content,Size 2 ,Detailed measurements are not available for this item.,7.99,Ann Taylor LOFT
"https://www.thredup.com/product/women-polyester-casual-corner-annex-tan-blazer/68317663?sizing_id=765,756,774",https://cf-assets-thredup.thredup.com/assets/204367383/retina.jpg,Outerwear,"['Dry clean only', 'Work', 'Jacket', 'Solid', 'Tan and Gray']","52% Polyester, 48% Acetate",Size 2 ,Detailed measurements are not available for this item.,7.99,Casual Corner Annex
"https://www.thredup.com/product/women-jones-new-york-black-coat/68279755?sizing_id=765,756,774",https://cf-assets-thredup.thredup.com/assets/204158705/retina.jpg,Outerwear,"['Work', 'Jacket', 'Solid', 'Black']",No Fabric Content,Size 2 ,Detailed measurements are not available for this item.,7.99,Jones New York
"https://www.thredup.com/product/women-polyester-tahari-by-asl-gray-blazer/68163651?sizing_id=765,756,774",https://cf-assets-thredup.thredup.com/assets/203699892/retina.jpg,Outerwear,"['Work', 'Jacket', 'Solid', 'Gray']",100% Polyester,Size 2 ,Detailed measurements are not available for this item.,7.99,Tahari by ASL
"https://www.thredup.com/product/women-polyester-anne-klein-gray-blazer/68115317?sizing_id=765,756,774",https://cf-assets-thredup.thredup.com/assets/203587733/retina.jpg,Outerwear,"['Dry clean only', 'Work', 'Jacket', 'Gray']","84% Polyester, 16% Rayon",Size 2 ,Detailed measurements are not available for this item.,7.99,Anne Klein
"https://www.thredup.com/product/women-polyester-calvin-klein-brown-blazer/68044038?sizing_id=765,756,774",https://cf-assets-thredup.thredup.com/assets/188064131/retina.jpg,Outerwear,"['Work', 'Jacket', 'Brown and Gray']","65% Polyester, 34% Rayon, 1% Spandex",Size 2 ,Detailed measurements are not available for this item.,7.99,Calvin Klein
"https://www.thredup.com/product/women-cotton-tahari-by-asl-black-blazer/67971782?sizing_id=765,756,774",https://cf-assets-thredup.thredup.com/assets/188533781/retina.jpg,Outerwear,"['Dry clean only', 'Work', 'Jacket', 'Black']","95% Cotton, 5% Spandex",Size 2 ,Detailed measurements are not available for this item.,7.99,Tahari by ASL
