Link,Image_Link,Category_Type,Description,Materials,Size,Measurements,Price,Brand
"https://www.thredup.com/product/women-polyester-apt-9-grey-dress-pants/55867546?sizing_id=778,774,791,799",https://cf-assets-thredup.thredup.com/assets/164428623/retina.jpg,Pants,"['Work', 'Boyfriend', 'Boyfriend', 'Solid', 'Low rise waist', 'Grey and Gray']","83% Polyester, 15% Rayon, 2% Spandex",Size 2 ,"28.5"" Inseam, 8"" Rise, 30"" Waist",2.99,Apt. 9
"https://www.thredup.com/product/women-wool-banana-republic-grey-wool-pants/58923118?sizing_id=778,774,791,799",https://cf-assets-thredup.thredup.com/assets/174342515/retina.jpg,Pants,"['Dry clean only', 'Classic', 'Flared leg cut', 'Low rise waist', 'Grey and Gray']","97% Wool, 2% Polyester, 1% Other",Size 2 ,"29"" Inseam, 8"" Rise, 28"" Waist",5.99,Banana Republic
"https://www.thredup.com/product/women-cotton-banana-republic-tan-casual-pants/57133464?sizing_id=778,774,791,799",https://cf-assets-thredup.thredup.com/assets/158816240/retina.jpg,Pants,"['Boho', 'Boyfriend', 'Boyfriend', 'Low rise waist', 'Tan']","97% Cotton, 3% Spandex",Size 2 ,"28.5"" Inseam, 8"" Rise, 24"" Waist",5.99,Banana Republic
"https://www.thredup.com/product/women-polyester-kasper-black-dress-pants/56873088?sizing_id=778,774,791,799",https://cf-assets-thredup.thredup.com/assets/167668755/retina.jpg,Pants,"['Dry clean only', 'Work', 'Boyfriend', 'Boyfriend', 'Solid', 'High rise waist', 'Black']",100% Polyester,Size 2 ,"29"" Inseam, 12"" Rise, 30"" Waist",5.99,Kasper
"https://www.thredup.com/product/women-polyester-banana-republic-factory-store-black-dress-pants/56777155?sizing_id=778,774,791,799",https://cf-assets-thredup.thredup.com/assets/167447889/retina.jpg,Pants,"['Work', 'Boyfriend', 'Boyfriend', 'Solid', 'Low rise waist', 'Black and Blue']","70% Polyester, 28% Viscose, 2% Spandex",Size 2 ,"29.25"" Inseam, 7.5"" Rise, 28.5"" Waist",5.99,Banana Republic Factory Store
"https://www.thredup.com/product/women-cotton-ann-taylor-black-dress-pants/56716547?sizing_id=778,774,791,799",https://cf-assets-thredup.thredup.com/assets/167181506/retina.jpg,Pants,"['Dry clean only', 'Work', 'Boyfriend', 'Boyfriend', 'Solid', 'Mid rise waist', 'Black']","98% Cotton, 2% Spandex",Size 2 ,"28.5"" Inseam, 8.5"" Rise, 30"" Waist",5.99,Ann Taylor
"https://www.thredup.com/product/women-cotton-ann-taylor-loft-black-casual-pants/56564413?sizing_id=778,774,791,799",https://cf-assets-thredup.thredup.com/assets/166688825/retina.jpg,Pants,"['Flared leg cut', 'Solid', 'Low rise waist', 'Black']","75% Cotton, 25% Linen",Size 2 ,"26.5"" Inseam, 7"" Rise, 29"" Waist",5.99,Ann Taylor LOFT
"https://www.thredup.com/product/women-polyester-talbots-black-dress-pants/56563527?sizing_id=778,774,791,799",https://cf-assets-thredup.thredup.com/assets/166743081/retina.jpg,Pants,"['Work', 'Boyfriend', 'Boyfriend', 'Solid', 'Low rise waist', 'Black']","48% Polyester, 47% Rayon, 5% Spandex",Size 2 ,"27"" Inseam, 8"" Rise, 28"" Waist",5.99,Talbots
"https://www.thredup.com/product/women-wool-banana-republic-grey-wool-pants/56539557?sizing_id=778,774,791,799",https://cf-assets-thredup.thredup.com/assets/166616040/retina.jpg,Pants,"['Dry clean only', 'Work', 'Boyfriend', 'Boyfriend', 'Solid', 'Mid rise waist', 'Grey and Blue']","95% Wool, 5% Spandex",Size 2 ,"30"" Inseam, 8.5"" Rise, 26"" Waist",5.99,Banana Republic
"https://www.thredup.com/product/women-polyester-the-limited-black-dress-pants/56271065?sizing_id=778,774,791,799",https://cf-assets-thredup.thredup.com/assets/165743138/retina.jpg,Pants,"['Work', 'Boyfriend', 'Boyfriend', 'Solid', 'Low rise waist', 'Black and Blue']","67% Polyester, 29% Viscose, 4% Spandex",Size 2 ,"27"" Inseam, 8"" Rise, 29.5"" Waist",5.99,The Limited
"https://www.thredup.com/product/women-polyester-talbots-grey-dress-pants/56190771?sizing_id=778,774,791,799",https://cf-assets-thredup.thredup.com/assets/165613874/retina.jpg,Pants,"['Dry clean only', 'Work', 'Boyfriend', 'Boyfriend', 'Solid', 'Super low rise waist', 'Grey and Gray']","52% Polyester, 47% Rayon, 1% Spandex",Size 2 ,"29"" Inseam, 6"" Rise, 26"" Waist",5.99,Talbots
"https://www.thredup.com/product/women-wool-jcrew-black-wool-pants/56107855?sizing_id=778,774,791,799",https://cf-assets-thredup.thredup.com/assets/165184363/retina.jpg,Pants,"['Dry clean only', 'Boyfriend', 'Boyfriend', 'Solid', 'Mid rise waist', 'Black']",100% Wool,Size 2 ,"25"" Inseam, 9"" Rise, 30"" Waist",5.99,J.Crew
"https://www.thredup.com/product/women-cotton-gap-brown-khakis/56035850?sizing_id=778,774,791,799",https://cf-assets-thredup.thredup.com/assets/164946303/retina.jpg,Pants,"['Work', 'Boyfriend', 'Boyfriend', 'Solid', 'Low rise waist', 'Brown and Gray']","98% Cotton, 2% Spandex",Size 2 ,"30"" Inseam, 8.25"" Rise, 30"" Waist",5.99,Gap
"https://www.thredup.com/product/women-polyester-apt-9-black-dress-pants/56028129?sizing_id=778,774,791,799",https://cf-assets-thredup.thredup.com/assets/164950234/retina.jpg,Pants,"['Work', 'Wide leg', 'Solid', 'Super low rise waist', 'Black and Gray']","64% Polyester, 34% Rayon, 2% Spandex",Size 2 ,"25"" Inseam, 6"" Rise, 30"" Waist",5.99,Apt. 9
"https://www.thredup.com/product/women-cotton-jcrew-brown-cords/55974041?sizing_id=778,774,791,799",https://cf-assets-thredup.thredup.com/assets/164858615/retina.jpg,Pants,"['Work', 'Boyfriend', 'Boyfriend', 'Solid', 'Mid rise waist', 'Brown']","98% Cotton, 2% Spandex",Size 2 ,"30"" Inseam, 10"" Rise, 28"" Waist",5.99,J.Crew
"https://www.thredup.com/product/women-polyester-apt-9-black-dress-pants/55949629?sizing_id=778,774,791,799",https://cf-assets-thredup.thredup.com/assets/164672333/retina.jpg,Pants,"['Work', 'Boyfriend', 'Boyfriend', 'Solid', 'Low rise waist', 'Black']","64% Polyester, 33% Rayon, 3% Spandex",Size 2 ,"29"" Inseam, 8"" Rise, 30"" Waist",5.99,Apt. 9
"https://www.thredup.com/product/women-ann-taylor-loft-brown-casual-pants/55874318?sizing_id=778,774,791,799",https://cf-assets-thredup.thredup.com/assets/164477172/retina.jpg,Pants,"['Work', 'Wide leg', 'Solid', 'Mid rise waist', 'Brown']",No Fabric Content,Size 2 ,"27"" Inseam, 9"" Rise, 32"" Waist",5.99,Ann Taylor LOFT
"https://www.thredup.com/product/women-rayon-ann-taylor-grey-dress-pants/55820963?sizing_id=778,774,791,799",https://cf-assets-thredup.thredup.com/assets/164343362/retina.jpg,Pants,"['Work', 'Boyfriend', 'Boyfriend', 'Solid', 'Low rise waist', 'Grey and Gray']","93% Rayon, 7% Spandex",Size 2 ,"27.25"" Inseam, 6.5"" Rise, 27.5"" Waist",5.99,Ann Taylor
"https://www.thredup.com/product/women-cotton-ann-taylor-loft-black-khakis/55580372?sizing_id=778,774,791,799",https://cf-assets-thredup.thredup.com/assets/163539549/retina.jpg,Pants,"['Work', 'Boyfriend', 'Boyfriend', 'Solid', 'Low rise waist', 'Black and Gray']","60% Cotton, 35% Rayon, 5% Spandex",Size 2 ,"28"" Inseam, 8"" Rise, 30"" Waist",5.99,Ann Taylor LOFT
"https://www.thredup.com/product/women-cotton-banana-republic-black-khakis/55441280?sizing_id=778,774,791,799",https://cf-assets-thredup.thredup.com/assets/163045045/retina.jpg,Pants,"['Boyfriend', 'Boyfriend', 'Solid', 'Low rise waist', 'Black']","98% Cotton, 2% Spandex",Size 2 ,"28.75"" Inseam, 7.75"" Rise, 29"" Waist",5.99,Banana Republic
