Link,Image_Link,Category_Type,Description,Materials,Size,Measurements,Price,Brand
"https://www.thredup.com/product/women-cotton-tommy-hilfiger-blue-pullover-sweater/58862377?sizing_id=765,756,774",https://cf-assets-thredup.thredup.com/assets/174145145/retina.jpg,Tops,"['Crew neckline', 'Color blocked detail', 'Long sleeve', 'Blue']",100% Cotton,Size XS ,"28"" Chest, 22"" Length",3.99,Tommy Hilfiger
"https://www.thredup.com/product/women-baumwolle-lands-end-tan-pullover-sweater/55952710?sizing_id=765,756,774",https://cf-assets-thredup.thredup.com/assets/164701357/retina.jpg,Tops,"['Classic', 'Solid', 'Long sleeve', 'Tan']",100% Baumwolle,Size XS ,Detailed measurements are not available for this item.,3.99,Lands' End
"https://www.thredup.com/product/women-cotton-banana-republic-factory-store-pink-pullover-sweater/74542106?sizing_id=765,756,774",https://cf-assets-thredup.thredup.com/assets/223063347/retina.jpg,Tops,"['Boho', 'Scoop neckline', 'Striped print', 'Long sleeve', 'Pink']","40% Cotton, 31% Acrylic, 18% Rayon, 8% Nylon, 3% Metallic",Size XS ,"34"" Chest, 29"" Length",4.99,Banana Republic Factory Store
"https://www.thredup.com/product/women-cotton-jjill-pink-cardigan/72680461?sizing_id=765,756,774",https://cf-assets-thredup.thredup.com/assets/217622602/retina.jpg,Tops,"['Work', 'Solid', 'Long sleeve', 'Pink']","86% Cotton, 12% Nylon, 2% Lycra",Size XS ,"18.5"" Length",4.99,J.jill
"https://www.thredup.com/product/women-cotton-caslon-gray-cardigan/72232082?sizing_id=765,756,774",https://cf-assets-thredup.thredup.com/assets/216294500/retina.jpg,Tops,"['Boho', 'Scoop neckline', 'Color blocked detail', 'Long sleeve', 'Gray']","55% Cotton, 20% Viscose, 15% Nylon, 10% Angora",Size XS ,"23"" Length",4.99,Caslon
"https://www.thredup.com/product/women-cotton-old-navy-purple-pullover-sweater/57955763?sizing_id=765,756,774",https://cf-assets-thredup.thredup.com/assets/171240258/retina.jpg,Tops,"['Classic', 'Solid', 'Long sleeve', 'Purple']","57% Cotton, 28% Acrylic, 15% Polyester",Size XS ,Detailed measurements are not available for this item.,5.99,Old Navy
"https://www.thredup.com/product/women-cotton-feel-the-piece-black-pullover-sweater/57676154?sizing_id=765,756,774",https://cf-assets-thredup.thredup.com/assets/170329710/retina.jpg,Tops,"['Boho', 'Solid', 'Long sleeve', 'Black']","65% Cotton, 35% Polyester",Size 0 ,Detailed measurements are not available for this item.,5.99,Feel The Piece
"https://www.thredup.com/product/women-wool-jjill-brown-wool-pullover-sweater/56774328?sizing_id=765,756,774",https://cf-assets-thredup.thredup.com/assets/167417077/retina.jpg,Tops,"['Dry clean only', 'Solid', 'Long sleeve', 'Brown']",100% Wool,Size XS ,Detailed measurements are not available for this item.,5.99,J.jill
"https://www.thredup.com/product/women-cotton-caslon-red-cardigan/54081167?sizing_id=765,756,774",https://cf-assets-thredup.thredup.com/assets/128119558/retina.jpg,Tops,"['Plunge', 'Solid', '3/4 Sleeve', 'Red']",100% Cotton,Size XS ,"23"" Length",5.99,Caslon
"https://www.thredup.com/product/women-cotton-banana-republic-black-cardigan/63686014?sizing_id=765,756,774",https://cf-assets-thredup.thredup.com/assets/189742196/retina.jpg,Tops,"['Solid', 'Long sleeve', 'Black']",100% Cotton,Size XS ,"19"" Length",6.99,Banana Republic
"https://www.thredup.com/product/women-cotton-american-eagle-outfitters-grey-pullover-sweater/63669880?sizing_id=765,756,774",https://cf-assets-thredup.thredup.com/assets/189665465/retina.jpg,Tops,"['Solid', 'Long sleeve', 'Grey and Gray']","55% Cotton, 25% Acrylic, 20% Polyester",Size XS ,"28"" Chest, 23"" Length",6.99,American Eagle Outfitters
"https://www.thredup.com/product/women-cotton-ann-taylor-loft-pink-cardigan/63356401?sizing_id=765,756,774",https://cf-assets-thredup.thredup.com/assets/188672631/retina.jpg,Tops,"['Color blocked detail and Polka dot print', 'Long sleeve', 'Pink']",100% Cotton,Size XS ,"21"" Length",6.99,Ann Taylor LOFT
